1529604	巴音郭楞蒙古自治州
1529658	阿克苏地区
1280828	克孜勒苏柯尔克孜自治州
1280848	喀什地区
1281018	和田地区
1529434	伊犁哈萨克自治州
1529166	塔城地区
1529650	阿勒泰地区
8079473	五家渠市
8080762	图木舒克市
1279685	西藏自治区
1280735	拉萨市
1279714	日喀则市
1280280	昌都市
1280390	林芝市
1280019	山南市
1280515	那曲市
1280456	阿里地区
1810676	甘肃省
1804429	兰州市
1280956	嘉峪关市
1805747	金昌市
1817238	白银市
1792891	天水市
1790930	武威市
1785035	张掖市
1798759	平凉市
1280931	酒泉市
1797652	庆阳市
1812743	定西市
1802494	陇南市
1803330	临夏回族自治州
1810686	甘南藏族自治州
1809867	广西壮族自治区
1799866	南宁市
1802851	柳州市
1809492	桂林市
1790838	梧州市
1816702	北海市
7909223	防城港市
1797550	钦州市
7909203	贵港市
8537502	玉林市
1816268	百色市
7909224	贺州市
1808757	河池市
7909222	来宾市
7909220	崇左市
1809445	贵州省
1809458	贵阳市
1801764	六盘水市
1783620	遵义市
1817965	安顺市
1816372	毕节市
1792591	铜仁市
1798226	黔西南布依族苗族自治州
1798360	黔东南苗族侗族自治州
1798280	黔南布依族苗族自治州
2036115	辽宁省
2034935	沈阳市
1814068	大连市
2038630	鞍山市
2037353	抚顺市
2038299	本溪市
2037885	丹东市
2036425	锦州市
2033369	营口市
2037337	阜新市
2036112	辽阳市
2035516	盘锦市
2034437	铁岭市
2038101	朝阳市
2036430	葫芦岛市
2035607	内蒙古自治区
2036891	呼和浩特市
2038431	包头市
1791248	乌海市
2038066	赤峰市
2036421	通辽市
1806529	鄂尔多斯市
2036660	呼伦贝尔市
2038392	巴彦淖尔市
2034303	乌兰察布市
2036898	兴安盟
2033827	锡林郭勒盟
1818128	阿拉善盟
1799355	宁夏回族自治区
1786656	银川市
1794805	石嘴山市
1786512	吴忠市
1809151	固原市
6643239	中卫市
2038349	北京市
11876380	北京市
1796231	上海市
12324204	上海市
1795912	山西省
1793510	太原市
2037794	大同市
1787346	阳泉市
1815461	长治市
1805739	晋城市
6642609	朔州市
1805302	晋中市
1785736	运城市
6642630	忻州市
1803566	临汾市
1802029	吕梁市
1796328	山东省
1805751	济南市
1797926	青岛市
1783751	淄博市
1785450	枣庄市
1812099	东营市
1787083	烟台市
1791680	潍坊市
1805517	济宁市
1793722	泰安市
1791671	威海市
1797131	日照市
1803316	临沂市
1812954	德州市
1803833	聊城市
1816335	滨州市
1808197	菏泽市
1796480	陕西省
1790384	西安市
1792691	铜川市
1816935	宝鸡市
1790352	咸阳市
1791635	渭南市
1787763	延安市
1808856	汉中市
1785769	榆林市
1818037	安康市
1796165	商洛市
1792943	天津市
12324202	天津市
1785694	云南省
1804649	昆明市
1797315	曲靖市
1785551	玉溪市
1281672	保山市
1784839	昭通市
1803666	丽江市
1794208	普洱市
1803589	临沧市
1814758	楚雄彝族自治州
1808130	红河哈尼族彝族自治州
1791424	文山壮族苗族自治州
1788323	西双版纳傣族自治州
1814065	大理白族自治州
1281381	德宏傣族景颇族自治州
1280418	怒江傈僳族自治州
1281365	迪庆藏族自治州
1809935	广东省
1809857	广州市
1795873	韶关市
1795563	深圳市
1783950	珠海市
1795932	汕头市
1811102	佛山市
1806297	江门市
1784987	湛江市
1801179	茂名市
1784852	肇庆市
1806783	惠州市
1800794	梅州市
6571356	汕尾市
1808200	河源市
1787530	阳江市
1797626	清远市
1812532	东莞市
1784313	中山市
1815394	潮州市
1805830	揭阳市
1785723	云浮市
1809054	海南省
12324194	五指山市
12324195	乐东黎族自治县
12324196	东方市
12324197	昌江黎族自治县
12324198	临高县
12324201	陵水黎族自治县
12324203	保亭黎族苗族自治县
12324205	屯昌县
12324206	定安县
12324207	白沙黎族自治县
12324208	琼中黎族苗族自治县
12324209	澄迈县
1791540	文昌市
1791778	万宁市
1797544	琼海市
1809072	海口市
1796539	三亚市
8402317	三沙市
1813805	儋州市
1794299	四川省
1815285	成都市
1783744	自贡市
1798997	攀枝花市
1801637	泸州市
6642946	德阳市
1800626	绵阳市
6643372	广元市
6643374	遂宁市
1799490	内江市
1804151	乐山市
1800145	南充市
8537504	眉山市
1786769	宜宾市
6643373	广安市
1813324	达州市
1787815	雅安市
6643375	巴中市
8594180	资阳市
1818175	阿坝藏族羌族自治州
1810269	甘孜藏族自治州
1803984	凉山彝族自治州
1814905	重庆市
8739734	重庆市
